location,day,number of orders,percentage of deliveries
Columbia,2018-12-10,709,0.10578279266572638
Columbia,2018-12-11,746,0.10589812332439678
Columbia,2018-12-12,727,0.11691884456671252
Columbia,2018-12-13,816,0.12009803921568628
Columbia,2018-12-14,782,0.09462915601023018
Columbia,2018-12-15,782,0.08567774936061381
Columbia,2018-12-16,770,0.14805194805194805
Columbia,2018-12-17,757,0.095112285336856
Columbia,2018-12-18,754,0.11803713527851459
Columbia,2018-12-19,750,0.112
Columbia,2018-12-20,747,0.08969210174029452
Columbia,2018-12-21,767,0.09517601043024772
Columbia,2018-12-22,741,0.09986504723346828
Columbia,2018-12-23,679,0.09278350515463918
Columbia,2018-12-24,728,0.11538461538461539
Columbia,2018-12-25,678,0.11356932153392331
Columbia,2018-12-26,643,0.08242612752721618
Columbia,2018-12-27,644,0.09937888198757763
Columbia,2018-12-28,620,0.1032258064516129
Columbia,2018-12-29,570,0.07543859649122807
Columbia,2018-12-30,606,0.10231023102310231
Columbia,2018-12-31,599,0.11519198664440734
Flatiron,2018-01-01,467,0.14989293361884368
Flatiron,2018-01-02,949,0.14541622760800843
Flatiron,2018-01-03,904,0.1006637168141593
Flatiron,2018-01-04,866,0.11200923787528869
Flatiron,2018-01-05,884,0.18778280542986425
Flatiron,2018-01-06,445,0.18202247191011237
Flatiron,2018-01-07,433,0.17551963048498845
Flatiron,2018-01-08,931,0.1364124597207304
Flatiron,2018-01-09,948,0.10970464135021098
Flatiron,2018-01-10,965,0.12746113989637306
Flatiron,2018-01-11,971,0.09474768280123584
Flatiron,2018-01-12,991,0.10191725529767912
Flatiron,2018-01-13,513,0.0935672514619883
Flatiron,2018-01-14,495,0.1393939393939394
Flatiron,2018-01-15,464,0.11206896551724138
Flatiron,2018-01-16,935,0.13368983957219252
Flatiron,2018-01-17,929,0.10656620021528525
Flatiron,2018-01-18,944,0.11970338983050847
Flatiron,2018-01-19,976,0.13012295081967212
Flatiron,2018-01-20,473,0.1014799154334038
Flatiron,2018-01-21,546,0.07142857142857142
Flatiron,2018-01-22,938,0.08848614072494669
Flatiron,2018-01-23,964,0.08298755186721991
Flatiron,2018-01-24,958,0.12943632567849686
Flatiron,2018-01-25,899,0.13236929922135707
Flatiron,2018-01-26,955,0.12774869109947645
Flatiron,2018-01-27,534,0.09176029962546817
Flatiron,2018-01-28,521,0.08061420345489444
Flatiron,2018-01-29,950,0.11052631578947368
Flatiron,2018-01-30,890,0.10786516853932585
Flatiron,2018-01-31,936,0.14316239316239315
Flatiron,2018-02-01,985,0.09238578680203045
Flatiron,2018-02-02,887,0.12514092446448705
Flatiron,2018-02-03,489,0.11451942740286299
Flatiron,2018-02-04,557,0.12387791741472172
Flatiron,2018-02-05,946,0.12684989429175475
Flatiron,2018-02-06,987,0.10739614994934144
Flatiron,2018-02-07,970,0.15876288659793814
Flatiron,2018-02-08,964,0.1338174273858921
Flatiron,2018-02-09,943,0.11876988335100742
Flatiron,2018-02-10,540,0.1111111111111111
Flatiron,2018-02-11,535,0.11401869158878504
Flatiron,2018-02-12,919,0.1044613710554951
Flatiron,2018-02-13,995,0.13969849246231156
Flatiron,2018-02-14,955,0.10261780104712041
Flatiron,2018-02-15,944,0.07627118644067797
Flatiron,2018-02-16,951,0.0946372239747634
Flatiron,2018-02-17,524,0.0916030534351145
Flatiron,2018-02-18,503,0.11928429423459244
Flatiron,2018-02-19,554,0.09386281588447654
Flatiron,2018-02-20,995,0.10251256281407035
Flatiron,2018-02-21,961,0.10301768990634755
Flatiron,2018-02-22,947,0.11087645195353749
Flatiron,2018-02-23,970,0.12474226804123711
Flatiron,2018-02-24,515,0.1029126213592233
Flatiron,2018-02-25,512,0.123046875
Flatiron,2018-02-26,977,0.08393039918116683
Flatiron,2018-02-27,963,0.0893042575285566
Flatiron,2018-02-28,973,0.0842754367934224
Flatiron,2018-03-01,1000,0.107
Flatiron,2018-03-02,948,0.16877637130801687
Flatiron,2018-03-03,508,0.09251968503937008
Flatiron,2018-03-04,532,0.10526315789473684
Flatiron,2018-03-05,930,0.09462365591397849
Flatiron,2018-03-06,950,0.10105263157894737
Flatiron,2018-03-07,921,0.11292073832790445
Flatiron,2018-03-08,943,0.10180275715800637
Flatiron,2018-03-09,917,0.10577971646673937
Flatiron,2018-03-10,483,0.09937888198757763
Flatiron,2018-03-11,498,0.0642570281124498
Flatiron,2018-03-12,892,0.13004484304932734
Flatiron,2018-03-13,955,0.12774869109947645
Flatiron,2018-03-14,934,0.12098501070663811
Flatiron,2018-03-15,945,0.1111111111111111
Flatiron,2018-03-16,963,0.08826583592938733
Flatiron,2018-03-17,521,0.09213051823416507
Flatiron,2018-03-18,490,0.09795918367346938
Flatiron,2018-03-19,945,0.09417989417989418
Flatiron,2018-03-20,928,0.12176724137931035
Flatiron,2018-03-21,897,0.1282051282051282
Flatiron,2018-03-22,934,0.0867237687366167
Flatiron,2018-03-23,924,0.09199134199134198
Flatiron,2018-03-24,478,0.08368200836820083
Flatiron,2018-03-25,498,0.06626506024096386
Flatiron,2018-03-26,909,0.0924092409240924
Flatiron,2018-03-27,927,0.09169363538295577
Flatiron,2018-03-28,919,0.09031556039173014
Flatiron,2018-03-29,927,0.07982740021574973
Flatiron,2018-03-30,982,0.109979633401222
Flatiron,2018-03-31,516,0.05232558139534884
Flatiron,2018-04-01,515,0.09902912621359224
Flatiron,2018-04-02,937,0.09711846318036287
Flatiron,2018-04-03,895,0.12737430167597766
Flatiron,2018-04-04,922,0.09219088937093275
Flatiron,2018-04-05,954,0.10482180293501048
Flatiron,2018-04-06,922,0.07809110629067245
Flatiron,2018-04-07,507,0.11439842209072978
Flatiron,2018-04-08,509,0.09037328094302555
Flatiron,2018-04-09,933,0.10289389067524116
Flatiron,2018-04-10,943,0.10286320254506894
Flatiron,2018-04-11,916,0.09497816593886463
Flatiron,2018-04-12,902,0.082039911308204
Flatiron,2018-04-13,853,0.09378663540445487
Flatiron,2018-04-14,474,0.07172995780590717
Flatiron,2018-04-15,524,0.11641221374045801
Flatiron,2018-04-16,899,0.11234705228031146
Flatiron,2018-04-17,931,0.09559613319011816
Flatiron,2018-04-18,884,0.07239819004524888
Flatiron,2018-04-19,899,0.10122358175750834
Flatiron,2018-04-20,906,0.09713024282560706
Flatiron,2018-04-21,513,0.07407407407407407
Flatiron,2018-04-22,495,0.07272727272727272
Flatiron,2018-04-23,880,0.08863636363636364
Flatiron,2018-04-24,892,0.08183856502242152
Flatiron,2018-04-25,939,0.09478168264110756
Flatiron,2018-04-26,898,0.0801781737193764
Flatiron,2018-04-27,906,0.08719646799116998
Flatiron,2018-04-28,521,0.09021113243761997
Flatiron,2018-04-29,532,0.05827067669172932
Flatiron,2018-04-30,895,0.07709497206703911
Flatiron,2018-05-01,928,0.11099137931034483
Flatiron,2018-05-02,803,0.09339975093399751
Flatiron,2018-05-03,840,0.11190476190476191
Flatiron,2018-05-04,906,0.08498896247240618
Flatiron,2018-05-05,499,0.10420841683366733
Flatiron,2018-05-06,496,0.08870967741935484
Flatiron,2018-05-07,899,0.10122358175750834
Flatiron,2018-05-08,938,0.09701492537313433
Flatiron,2018-05-09,902,0.08093126385809313
Flatiron,2018-05-10,932,0.0815450643776824
Flatiron,2018-05-11,890,0.09662921348314607
Flatiron,2018-05-12,504,0.07341269841269842
Flatiron,2018-05-13,495,0.08282828282828283
Flatiron,2018-05-14,928,0.10344827586206896
Flatiron,2018-05-15,857,0.12018669778296383
Flatiron,2018-05-16,891,0.08754208754208755
Flatiron,2018-05-17,893,0.11310190369540873
Flatiron,2018-05-18,906,0.09161147902869757
Flatiron,2018-05-19,485,0.08041237113402062
Flatiron,2018-05-20,471,0.08067940552016985
Flatiron,2018-05-21,804,0.10696517412935323
Flatiron,2018-05-22,866,0.09237875288683603
Flatiron,2018-05-23,878,0.0888382687927107
Flatiron,2018-05-24,876,0.1095890410958904
Flatiron,2018-05-25,815,0.10920245398773006
Flatiron,2018-05-26,405,0.09876543209876543
Flatiron,2018-05-27,498,0.07228915662650602
Flatiron,2018-05-28,444,0.06306306306306306
Flatiron,2018-05-29,806,0.08064516129032258
Flatiron,2018-05-30,902,0.10643015521064302
Flatiron,2018-05-31,939,0.08626198083067092
Flatiron,2018-06-01,848,0.10495283018867925
Flatiron,2018-06-02,444,0.08333333333333333
Flatiron,2018-06-03,492,0.08536585365853659
Flatiron,2018-06-04,844,0.07464454976303317
Flatiron,2018-06-05,886,0.09593679458239278
Flatiron,2018-06-06,896,0.09040178571428571
Flatiron,2018-06-07,865,0.09248554913294797
Flatiron,2018-06-08,857,0.09684947491248541
Flatiron,2018-06-09,445,0.08314606741573034
Flatiron,2018-06-10,478,0.11297071129707113
Flatiron,2018-06-11,869,0.09090909090909091
Flatiron,2018-06-12,840,0.10833333333333334
Flatiron,2018-06-13,846,0.1016548463356974
Flatiron,2018-06-14,772,0.09585492227979274
Flatiron,2018-06-15,879,0.09897610921501707
Flatiron,2018-06-16,438,0.0958904109589041
Flatiron,2018-06-17,425,0.10588235294117647
Flatiron,2018-06-18,789,0.13181242078580482
Flatiron,2018-06-19,801,0.11235955056179775
Flatiron,2018-06-20,894,0.11073825503355705
Flatiron,2018-06-21,821,0.1023142509135201
Flatiron,2018-06-22,823,0.11057108140947752
Flatiron,2018-06-23,506,0.08498023715415019
Flatiron,2018-06-24,753,0.06772908366533864
Flatiron,2018-06-25,845,0.09822485207100591
Flatiron,2018-06-26,782,0.10613810741687979
Flatiron,2018-06-27,822,0.11070559610705596
Flatiron,2018-06-28,846,0.11702127659574468
Flatiron,2018-06-29,768,0.11979166666666667
Flatiron,2018-06-30,380,0.11052631578947368
Flatiron,2018-07-01,389,0.10282776349614396
Flatiron,2018-07-02,755,0.14966887417218544
Flatiron,2018-07-03,817,0.14687882496940025
Flatiron,2018-07-04,425,0.1223529411764706
Flatiron,2018-07-05,773,0.1073738680465718
Flatiron,2018-07-06,764,0.09162303664921466
Flatiron,2018-07-07,458,0.07641921397379912
Flatiron,2018-07-08,449,0.12026726057906459
Flatiron,2018-07-09,791,0.11883691529709228
Flatiron,2018-07-10,783,0.1277139208173691
Flatiron,2018-07-11,797,0.11166875784190715
Flatiron,2018-07-12,799,0.11264080100125157
Flatiron,2018-07-13,787,0.08767471410419314
Flatiron,2018-07-14,409,0.11491442542787286
Flatiron,2018-07-15,451,0.08869179600886919
Flatiron,2018-07-16,765,0.10980392156862745
Flatiron,2018-07-17,809,0.13102595797280595
Flatiron,2018-07-18,817,0.10648714810281518
Flatiron,2018-07-19,786,0.08778625954198473
Flatiron,2018-07-20,807,0.09913258983890955
Flatiron,2018-07-21,457,0.08533916849015317
Flatiron,2018-07-22,485,0.09278350515463918
Flatiron,2018-07-23,780,0.12307692307692308
Flatiron,2018-07-24,811,0.093711467324291
Flatiron,2018-07-25,784,0.0778061224489796
Flatiron,2018-07-26,772,0.11658031088082901
Flatiron,2018-07-27,774,0.12144702842377261
Flatiron,2018-07-28,425,0.08470588235294117
Flatiron,2018-07-29,457,0.10722100656455143
Flatiron,2018-07-30,784,0.10204081632653061
Flatiron,2018-07-31,809,0.09641532756489493
Flatiron,2018-08-01,772,0.11398963730569948
Flatiron,2018-08-02,808,0.09405940594059406
Flatiron,2018-08-03,828,0.11714975845410629
Flatiron,2018-08-04,426,0.11267605633802817
Flatiron,2018-08-05,437,0.09382151029748284
Flatiron,2018-08-06,745,0.10469798657718121
Flatiron,2018-08-07,785,0.1159235668789809
Flatiron,2018-08-08,806,0.13771712158808933
Flatiron,2018-08-09,786,0.10559796437659033
Flatiron,2018-08-10,788,0.1065989847715736
Flatiron,2018-08-11,521,0.09404990403071017
Flatiron,2018-08-12,478,0.08786610878661087
Flatiron,2018-08-13,855,0.10877192982456141
Flatiron,2018-08-14,797,0.11041405269761606
Flatiron,2018-08-15,821,0.10109622411693057
Flatiron,2018-08-16,738,0.08943089430894309
Flatiron,2018-08-17,789,0.11660329531051965
Flatiron,2018-08-18,409,0.10757946210268948
Flatiron,2018-08-19,502,0.08366533864541832
Flatiron,2018-08-20,817,0.1003671970624235
Flatiron,2018-08-21,820,0.09268292682926829
Flatiron,2018-08-22,773,0.10478654592496765
Flatiron,2018-08-23,856,0.10163551401869159
Flatiron,2018-08-24,793,0.1235813366960908
Flatiron,2018-08-25,405,0.08641975308641975
Flatiron,2018-08-26,437,0.09153318077803203
Flatiron,2018-08-27,823,0.10328068043742406
Flatiron,2018-08-28,729,0.13991769547325103
Flatiron,2018-08-29,719,0.12517385257301808
Flatiron,2018-08-30,778,0.10668380462724936
Flatiron,2018-08-31,894,0.10738255033557047
Flatiron,2018-09-01,470,0.07872340425531915
Flatiron,2018-09-02,487,0.09034907597535935
Flatiron,2018-09-03,404,0.10891089108910891
Flatiron,2018-09-04,767,0.121251629726206
Flatiron,2018-09-05,773,0.10219922380336352
Flatiron,2018-09-06,821,0.13520097442143728
Flatiron,2018-09-07,826,0.1053268765133172
Flatiron,2018-09-08,475,0.11368421052631579
Flatiron,2018-09-09,509,0.05304518664047151
Flatiron,2018-09-10,909,0.09460946094609461
Flatiron,2018-09-11,911,0.10537870472008781
Flatiron,2018-09-12,858,0.09324009324009325
Flatiron,2018-09-13,827,0.09673518742442563
Flatiron,2018-09-14,807,0.09169764560099132
Flatiron,2018-09-15,481,0.10395010395010396
Flatiron,2018-09-16,477,0.09014675052410902
Flatiron,2018-09-17,836,0.12320574162679426
Flatiron,2018-09-18,863,0.11819235225955968
Flatiron,2018-09-19,844,0.12085308056872038
Flatiron,2018-09-20,886,0.10270880361173815
Flatiron,2018-09-21,897,0.07469342251950947
Flatiron,2018-09-22,550,0.07818181818181819
Flatiron,2018-09-23,529,0.08128544423440454
Flatiron,2018-09-24,828,0.11835748792270531
Flatiron,2018-09-25,827,0.12212817412333736
Flatiron,2018-09-26,886,0.11851015801354402
Flatiron,2018-09-27,881,0.094211123723042
Flatiron,2018-09-28,886,0.09255079006772009
Flatiron,2018-09-29,498,0.08433734939759036
Flatiron,2018-09-30,490,0.07755102040816327
Flatiron,2018-10-01,926,0.10151187904967603
Flatiron,2018-10-02,891,0.09090909090909091
Flatiron,2018-10-03,848,0.07665094339622641
Flatiron,2018-10-04,870,0.0896551724137931
Flatiron,2018-10-05,915,0.08306010928961749
Flatiron,2018-10-06,507,0.0670611439842209
Flatiron,2018-10-07,467,0.11991434689507495
Flatiron,2018-10-08,503,0.1172962226640159
Flatiron,2018-10-09,877,0.09692132269099202
Flatiron,2018-10-10,916,0.08951965065502183
Flatiron,2018-10-11,925,0.14594594594594595
Flatiron,2018-10-12,878,0.06947608200455581
Flatiron,2018-10-13,504,0.07936507936507936
Flatiron,2018-10-14,476,0.06932773109243698
Flatiron,2018-10-15,910,0.08131868131868132
Flatiron,2018-10-16,929,0.09795479009687837
Flatiron,2018-10-17,897,0.0858416945373467
Flatiron,2018-10-18,965,0.07046632124352331
Flatiron,2018-10-19,922,0.09652928416485901
Flatiron,2018-10-20,505,0.10495049504950495
Flatiron,2018-10-21,523,0.10516252390057361
Flatiron,2018-10-22,973,0.08941418293936279
Flatiron,2018-10-23,935,0.09197860962566845
Flatiron,2018-10-24,997,0.07923771313941826
Flatiron,2018-10-25,921,0.08577633007600434
Flatiron,2018-10-26,964,0.07883817427385892
Flatiron,2018-10-27,497,0.0744466800804829
Flatiron,2018-10-28,539,0.07050092764378478
Flatiron,2018-10-29,991,0.07669021190716448
Flatiron,2018-10-30,988,0.07995951417004049
Flatiron,2018-10-31,948,0.08649789029535865
Flatiron,2018-11-01,948,0.08122362869198312
Flatiron,2018-11-02,937,0.09925293489861259
Flatiron,2018-11-03,513,0.06627680311890838
Flatiron,2018-11-04,520,0.10576923076923077
Flatiron,2018-11-05,974,0.09958932238193019
Flatiron,2018-11-06,1006,0.11332007952286283
Flatiron,2018-11-07,964,0.1016597510373444
Flatiron,2018-11-08,976,0.07991803278688525
Flatiron,2018-11-09,965,0.09637305699481866
Flatiron,2018-11-10,501,0.10179640718562874
Flatiron,2018-11-11,485,0.08453608247422681
Flatiron,2018-11-12,527,0.10246679316888045
Flatiron,2018-11-13,968,0.10020661157024793
Flatiron,2018-11-14,970,0.11443298969072165
Flatiron,2018-11-15,977,0.12384851586489252
Flatiron,2018-11-16,926,0.11123110151187905
Flatiron,2018-11-17,490,0.0836734693877551
Flatiron,2018-11-18,550,0.10363636363636364
Flatiron,2018-11-19,991,0.07971745711402624
Flatiron,2018-11-20,945,0.09312169312169312
Flatiron,2018-11-21,998,0.08316633266533066
Flatiron,2018-11-22,503,0.13320079522862824
Flatiron,2018-11-23,957,0.11494252873563218
Flatiron,2018-11-24,527,0.10436432637571158
Flatiron,2018-11-25,562,0.07829181494661921
Flatiron,2018-11-26,992,0.11693548387096774
Flatiron,2018-11-27,957,0.07732497387669801
Flatiron,2018-11-28,989,0.11425682507583418
Flatiron,2018-11-29,962,0.08316008316008316
Flatiron,2018-11-30,1013,0.0947680157946693
Flatiron,2018-12-01,534,0.07865168539325842
Flatiron,2018-12-02,515,0.07961165048543689
Flatiron,2018-12-03,936,0.10683760683760683
Flatiron,2018-12-04,901,0.12763596004439512
Flatiron,2018-12-05,944,0.1430084745762712
Flatiron,2018-12-06,918,0.1328976034858388
Flatiron,2018-12-07,875,0.136
Flatiron,2018-12-08,463,0.11231101511879049
Flatiron,2018-12-09,488,0.11065573770491803
Flatiron,2018-12-10,858,0.0944055944055944
Flatiron,2018-12-11,869,0.11392405063291139
Flatiron,2018-12-12,887,0.133032694475761
Flatiron,2018-12-13,940,0.10425531914893617
Flatiron,2018-12-14,961,0.11654526534859522
Flatiron,2018-12-15,550,0.09454545454545454
Flatiron,2018-12-16,492,0.10772357723577236
Flatiron,2018-12-17,924,0.09848484848484848
Flatiron,2018-12-18,905,0.11823204419889503
Flatiron,2018-12-19,886,0.10045146726862303
Flatiron,2018-12-20,912,0.10526315789473684
Flatiron,2018-12-21,951,0.138801261829653
Flatiron,2018-12-22,536,0.11007462686567164
Flatiron,2018-12-23,525,0.10285714285714286
Flatiron,2018-12-24,894,0.1040268456375839
Flatiron,2018-12-25,513,0.08382066276803118
Flatiron,2018-12-26,897,0.11594202898550725
Flatiron,2018-12-27,892,0.10874439461883408
Flatiron,2018-12-28,996,0.1676706827309237
Flatiron,2018-12-29,491,0.09775967413441955
Flatiron,2018-12-30,548,0.10948905109489052
Flatiron,2018-12-31,936,0.11965811965811966
Midtown,2018-01-01,444,0.0
Midtown,2018-01-02,900,0.0
Midtown,2018-01-03,973,0.0
Midtown,2018-01-04,955,0.0
Midtown,2018-01-05,835,0.0
Midtown,2018-01-06,476,0.0
Midtown,2018-01-07,442,0.0
Midtown,2018-01-08,968,0.0
Midtown,2018-01-09,1041,0.0
Midtown,2018-01-10,1011,0.0
Midtown,2018-01-11,1041,0.0
Midtown,2018-01-12,1023,0.0
Midtown,2018-01-13,524,0.0
Midtown,2018-01-14,507,0.0
Midtown,2018-01-15,534,0.0
Midtown,2018-01-16,1042,0.0
Midtown,2018-01-17,973,0.0
Midtown,2018-01-18,974,0.0
Midtown,2018-01-19,990,0.0
Midtown,2018-01-20,560,0.0
Midtown,2018-01-21,574,0.0
Midtown,2018-01-22,1030,0.0
Midtown,2018-01-23,1061,0.0
Midtown,2018-01-24,989,0.0
Midtown,2018-01-25,1001,0.0
Midtown,2018-01-26,1024,0.0
Midtown,2018-01-27,621,0.0
Midtown,2018-01-28,557,0.0
Midtown,2018-01-29,993,0.0
Midtown,2018-01-30,986,0.0
Midtown,2018-01-31,935,0.0
Midtown,2018-02-01,1046,0.0
Midtown,2018-02-02,943,0.0
Midtown,2018-02-03,499,0.0
Midtown,2018-02-04,543,0.0
Midtown,2018-02-05,941,0.0
Midtown,2018-02-06,1037,0.0
Midtown,2018-02-07,1016,0.0
Midtown,2018-02-08,941,0.0
Midtown,2018-02-09,981,0.0
Midtown,2018-02-10,598,0.0
Midtown,2018-02-11,531,0.0
Midtown,2018-02-12,1005,0.0
Midtown,2018-02-13,1021,0.0
Midtown,2018-02-14,1038,0.0
Midtown,2018-02-15,1082,0.0
Midtown,2018-02-16,1073,0.0
Midtown,2018-02-17,582,0.0
Midtown,2018-02-18,564,0.0
Midtown,2018-02-19,563,0.0
Midtown,2018-02-20,1059,0.0
Midtown,2018-02-21,1019,0.0
Midtown,2018-02-22,1039,0.0
Midtown,2018-02-23,1061,0.0
Midtown,2018-02-24,637,0.0
Midtown,2018-02-25,565,0.0
Midtown,2018-02-26,1091,0.0
Midtown,2018-02-27,1019,0.0
Midtown,2018-02-28,1051,0.0
Midtown,2018-03-01,1070,0.0
Midtown,2018-03-02,960,0.0
Midtown,2018-03-03,586,0.0
Midtown,2018-03-04,551,0.0
Midtown,2018-03-05,1055,0.0
Midtown,2018-03-06,1043,0.0
Midtown,2018-03-07,1012,0.0
Midtown,2018-03-08,991,0.0
Midtown,2018-03-09,1023,0.0
Midtown,2018-03-10,535,0.0
Midtown,2018-03-11,539,0.0
Midtown,2018-03-12,1031,0.0
Midtown,2018-03-13,1028,0.0
Midtown,2018-03-14,1034,0.0
Midtown,2018-03-15,1007,0.0
Midtown,2018-03-16,1044,0.0
Midtown,2018-03-17,219,0.0
Midtown,2018-03-18,520,0.0
Midtown,2018-03-19,1037,0.0
Midtown,2018-03-20,995,0.0
Midtown,2018-03-21,962,0.0
Midtown,2018-03-22,1054,0.0
Midtown,2018-03-23,1071,0.0
Midtown,2018-03-24,509,0.0
Midtown,2018-03-25,540,0.0
Midtown,2018-03-26,1070,0.0
Midtown,2018-03-27,1044,0.0
Midtown,2018-03-28,1059,0.0
Midtown,2018-03-29,1082,0.0
Midtown,2018-03-30,1073,0.0
Midtown,2018-03-31,602,0.0
Midtown,2018-04-01,589,0.0
Midtown,2018-04-02,955,0.0
Midtown,2018-04-03,1037,0.0
Midtown,2018-04-04,1058,0.0
Midtown,2018-04-05,1001,0.0
Midtown,2018-04-06,1028,0.0
Midtown,2018-04-07,586,0.0
Midtown,2018-04-08,543,0.0
Midtown,2018-04-09,1033,0.0
Midtown,2018-04-10,1018,0.0
Midtown,2018-04-11,1018,0.0
Midtown,2018-04-12,1089,0.0
Midtown,2018-04-13,975,0.0
Midtown,2018-04-14,546,0.0
Midtown,2018-04-15,507,0.0
Midtown,2018-04-16,1026,0.0
Midtown,2018-04-17,1034,0.0
Midtown,2018-04-18,997,0.0
Midtown,2018-04-19,1034,0.0
Midtown,2018-04-20,1040,0.0
Midtown,2018-04-21,565,0.0
Midtown,2018-04-22,563,0.0
Midtown,2018-04-23,1038,0.0
Midtown,2018-04-24,1019,0.0
Midtown,2018-04-25,1023,0.0
Midtown,2018-04-26,996,0.0
Midtown,2018-04-27,1019,0.0
Midtown,2018-04-28,554,0.0
Midtown,2018-04-29,546,0.0
Midtown,2018-04-30,1077,0.0
Midtown,2018-05-01,1062,0.07909604519774012
Midtown,2018-05-02,947,0.12038014783526928
Midtown,2018-05-03,932,0.12124463519313304
Midtown,2018-05-04,1039,0.1068334937439846
Midtown,2018-05-05,531,0.07156308851224105
Midtown,2018-05-06,545,0.07889908256880734
Midtown,2018-05-07,1040,0.08269230769230769
Midtown,2018-05-08,1129,0.10451727192205491
Midtown,2018-05-09,1003,0.09471585244267199
Midtown,2018-05-10,1061,0.0885956644674835
Midtown,2018-05-11,1046,0.08508604206500955
Midtown,2018-05-12,603,0.07131011608623548
Midtown,2018-05-13,633,0.07424960505529225
Midtown,2018-05-14,1101,0.09627611262488647
Midtown,2018-05-15,976,0.10348360655737705
Midtown,2018-05-16,1119,0.09115281501340483
Midtown,2018-05-17,1104,0.09963768115942029
Midtown,2018-05-18,1111,0.09450945094509451
Midtown,2018-05-19,581,0.10154905335628227
Midtown,2018-05-20,590,0.10338983050847457
Midtown,2018-05-21,1098,0.09380692167577413
Midtown,2018-05-22,1048,0.08110687022900763
Midtown,2018-05-23,1068,0.10393258426966293
Midtown,2018-05-24,1029,0.10592808551992225
Midtown,2018-05-25,951,0.10094637223974763
Midtown,2018-05-26,523,0.10133843212237094
Midtown,2018-05-27,558,0.07706093189964158
Midtown,2018-05-28,584,0.06506849315068493
Midtown,2018-05-29,944,0.11758474576271187
Midtown,2018-05-30,1013,0.10858835143139191
Midtown,2018-05-31,1053,0.0892687559354226
Midtown,2018-06-01,1070,0.10747663551401869
Midtown,2018-06-02,549,0.10564663023679417
Midtown,2018-06-03,594,0.08585858585858586
Midtown,2018-06-04,1096,0.10583941605839416
Midtown,2018-06-05,1009,0.10009910802775025
Midtown,2018-06-06,1002,0.08083832335329341
Midtown,2018-06-07,1095,0.09863013698630137
Midtown,2018-06-08,988,0.10222672064777327
Midtown,2018-06-09,565,0.08849557522123894
Midtown,2018-06-10,560,0.07321428571428572
Midtown,2018-06-11,992,0.09879032258064516
Midtown,2018-06-12,1070,0.1252336448598131
Midtown,2018-06-13,1035,0.0966183574879227
Midtown,2018-06-14,952,0.10504201680672269
Midtown,2018-06-15,1100,0.10636363636363637
Midtown,2018-06-16,525,0.09333333333333334
Midtown,2018-06-17,503,0.0874751491053678
Midtown,2018-06-18,938,0.10554371002132196
Midtown,2018-06-19,978,0.10940695296523517
Midtown,2018-06-20,1011,0.09891196834817013
Midtown,2018-06-21,977,0.09723643807574207
Midtown,2018-06-22,997,0.09127382146439318
Midtown,2018-06-23,589,0.0831918505942275
Midtown,2018-06-24,533,0.09568480300187618
Midtown,2018-06-25,1044,0.09195402298850575
Midtown,2018-06-26,979,0.08478038815117467
Midtown,2018-06-27,983,0.09155645981688708
Midtown,2018-06-28,992,0.1159274193548387
Midtown,2018-06-29,947,0.11404435058078141
Midtown,2018-06-30,485,0.09690721649484536
Midtown,2018-07-01,442,0.10407239819004525
Midtown,2018-07-02,874,0.10869565217391304
Midtown,2018-07-03,960,0.12083333333333333
Midtown,2018-07-04,489,0.09406952965235174
Midtown,2018-07-05,913,0.11281489594742607
Midtown,2018-07-06,988,0.1062753036437247
Midtown,2018-07-07,568,0.0880281690140845
Midtown,2018-07-08,521,0.08637236084452975
Midtown,2018-07-09,900,0.10111111111111111
Midtown,2018-07-10,927,0.12081984897518878
Midtown,2018-07-11,994,0.10865191146881288
Midtown,2018-07-12,922,0.12472885032537961
Midtown,2018-07-13,981,0.08154943934760449
Midtown,2018-07-14,483,0.10144927536231885
Midtown,2018-07-15,529,0.09262759924385633
Midtown,2018-07-16,861,0.11962833914053426
Midtown,2018-07-17,940,0.10638297872340426
Midtown,2018-07-18,989,0.11627906976744186
Midtown,2018-07-19,982,0.11914460285132383
Midtown,2018-07-20,997,0.11835506519558676
Midtown,2018-07-21,579,0.09499136442141623
Midtown,2018-07-22,538,0.120817843866171
Midtown,2018-07-23,943,0.10498409331919406
Midtown,2018-07-24,963,0.10384215991692627
Midtown,2018-07-25,972,0.11316872427983539
Midtown,2018-07-26,910,0.1076923076923077
Midtown,2018-07-27,959,0.12095933263816476
Midtown,2018-07-28,511,0.10371819960861056
Midtown,2018-07-29,518,0.10810810810810811
Midtown,2018-07-30,977,0.08290685772773797
Midtown,2018-07-31,972,0.10390946502057613
Midtown,2018-08-01,948,0.10232067510548523
Midtown,2018-08-02,931,0.11278195488721804
Midtown,2018-08-03,947,0.12143611404435058
Midtown,2018-08-04,521,0.12667946257197696
Midtown,2018-08-05,495,0.09898989898989899
Midtown,2018-08-06,959,0.11470281543274244
Midtown,2018-08-07,928,0.10452586206896551
Midtown,2018-08-08,906,0.10706401766004416
Midtown,2018-08-09,911,0.11306256860592755
Midtown,2018-08-10,961,0.11342351716961499
Midtown,2018-08-11,593,0.11129848229342328
Midtown,2018-08-12,538,0.1171003717472119
Midtown,2018-08-13,998,0.09418837675350701
Midtown,2018-08-14,1013,0.10562685093780849
Midtown,2018-08-15,932,0.1072961373390558
Midtown,2018-08-16,898,0.11804008908685969
